0	39.07317073	0.216589133
0.01	39	0.236112534
0.02	38.95121951	0.215408802
0.03	38.97560976	0.227310194
0.04	38.875	0.232136156
0.05	38.975	0.238100973
0.06	38.85	0.21399225
0.07	38.95	0.228862511
0.08	38.85	0.225101603
0.09	38.95	0.212275707
0.1	38.85	0.248286813
0.11	38.9	0.231116062
0.12	38.9	0.238899918
0.13	38.725	0.226283601
0.14	38.75	0.228329031
0.15	38.775	0.230290114
0.16	38.65	0.235687888
0.17	38.775	0.230290114
0.18	38.65	0.211123591
0.19	38.575	0.223299809
0.2	38.475	0.203588238
0.21	38.275	0.2289624
0.22	38.25	0.233609013
0.23	38.15	0.240806572
0.24	38.075	0.230025184
0.25	37.925	0.240394747
0.26	37.8	0.237363568
0.27	37.825	0.220552245
0.28	37.55	0.223470411
0.29	37.475	0.251792355
0.3	37.325	0.224660991
0.31	37.275	0.226283601
0.32	37.475	0.223572709
0.33	37.325	0.20773899
0.34	37.4	0.217524879
0.35	37.375	0.236043351
0.36	37.525	0.231610217
0.37	37.5	0.220863052
0.38	37.5	0.244450604
0.39	37.7	0.234780645
0.4	37.725	0.236817054
0.41	37.8	0.229527617
0.42	37.825	0.249114285
0.43	37.9	0.228462518
0.44	37.9	0.233739484
0.45	38.05	0.236720479
0.46	38.075	0.240394747
0.47	38.125	0.239886914
0.48	38.025	0.235526137
0.49	38.275	0.231610217
0.5	38.25	0.246314295
0.51	38.25	0.230984109
0.52	38.325	0.224660991
0.53	38.25	0.230984109
0.54	38.3	0.218643267
0.55	38.375	0.238612606
0.56	38.475	0.236817054
0.57	38.55	0.246808902
0.58	38.3	0.239918685
0.59	38.45	0.228862511
0.6	38.45	0.236720479
0.61	38.55	0.241817307
0.62	38.625	0.246159526
0.63	38.575	0.228695932
0.64	38.6	0.231116062
0.65	38.575	0.220552245
0.66	38.575	0.246654444
0.67	38.8	0.232168988
0.68	38.75	0.233609013
0.69	38.775	0.243168866
0.7	38.575	0.231346799
0.71	38.55	0.231511471
0.72	38.725	0.236817054
0.73	38.825	0.220552245
0.74	38.925	0.230025184
0.75	38.8	0.247425771
0.76	38.725	0.2289624
0.77	38.975	0.219443587
0.78	38.825	0.223299809
0.79	38.7	0.221414521
0.8	38.925	0.210653744
0.81	38.875	0.221380095
0.82	38.875	0.232136156
0.83	38.80487805	0.224046598
0.84	38.95121951	0.223350112
0.85	38.95121951	0.225935195
0.86	38.80487805	0.224046598
0.87	39.04878049	0.235992528
0.88	38.97560976	0.214155839
0.89	38.87804878	0.226561229
0.9	39	0.220863052
0.91	38.87804878	0.257737683
0.92	39.02439024	0.224740927
0.93	38.97560976	0.191235985
0.94	39.02439024	0.219512195
0.95	38.95121951	0.20434087
0.96	38.85365854	0.237488249
0.97	39.02439024	0.219512195
0.98	39.04878049	0.228491034
0.99	38.90243902	0.233154597
